PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,Bậc_Khớp_Gối,Data_Split
-4.764479,9.800894,4.601639,-5.8621526,2.647103,-1.6785116,-4.495296,-3.4214756,1.9184651,2.8222904,-0.12219182,4.0081897,-0.15547886,0.85863674,-3.103097,1.3077945,4,train
1.8665465,-5.015038,-9.171103,-1.695669,0.071737446,-0.12472946,-3.3561687,-1.6268173,-2.3392763,-0.49159217,-0.027414048,1.402256,-4.0759425,-2.3948696,-0.5924197,-1.8386041,0,train
2.2235842,-7.537282,-5.298233,-0.439095,0.74792135,1.4811876,1.0531212,1.1278832,-2.593777,-1.0108162,0.4899975,0.5732667,-2.1889422,-0.37893823,2.0414295,-0.24689865,1,train
-1.4667554,8.787204,4.1112666,-7.516499,-7.8785877,-1.6573348,3.5683627,-0.30073214,-6.3214235,3.4792018,-2.0699947,3.0631607,0.96018416,0.17995012,8.576514,-2.3337386,3,train
-0.44208816,-2.1893644,-3.2754233,-5.467282,2.0605602,5.911921,-2.4488807,0.6478446,-1.0367781,2.6329703,-2.3369281,0.92053735,-0.024014989,2.7239747,-1.9846649,-1.5233402,0,train
-3.0908194,-3.581219,0.48551944,0.30494928,1.4289781,-1.63767,-0.59872705,-5.261767,-0.46054623,0.36561155,1.2378876,5.7450166,-0.18760963,0.9291333,0.027870437,-1.319509,3,train
-4.140283,-3.7665057,4.337905,6.3674965,-0.20811942,-0.71201205,-1.6848173,-6.274112,0.3038033,2.6444733,0.4231321,-1.3588706,-3.0791204,0.5944054,-0.49202392,-0.8617625,0,train
-2.1260285,0.7386177,-5.3689404,-4.1154575,1.7275854,1.6410053,0.9578422,-2.9339395,-0.85492903,-0.49480715,-2.7856019,2.637408,2.5214436,-0.6799072,-0.17488192,0.49227503,1,train
-2.051786,-1.8920306,-8.880105,0.57336575,0.8031689,3.405845,-3.8965585,5.074806,-0.06521018,0.58712655,-1.1818203,1.3466395,-2.256554,1.3912219,-0.2335201,-1.5841105,0,train
2.5659513,-7.1192665,-6.9027476,6.4553223,-5.224945,2.1532702,-1.9530336,1.9211532,-1.1856009,3.382869,0.6216919,-4.0864267,-3.047995,-1.8429636,2.3166869,4.409196,0,train
16.986864,1.3360748,0.9449289,0.67323345,-1.9676656,-1.934822,2.070042,1.0507188,-3.3719118,-4.301646,-3.1165214,-0.29288316,-0.967802,-0.50185883,-1.9668909,-1.0186657,3,train
-2.7104578,-0.49433947,-0.5362151,0.278551,0.744408,-3.3400478,1.6489545,-4.08816,5.213782,-0.537048,2.3917525,0.046978164,2.106624,-1.215827,1.0463973,-0.047302358,0,train
-0.35095924,-0.49974826,11.287883,-4.1239123,-5.625387,3.9113228,6.8509407,3.036076,2.9395957,5.5557275,-2.9274817,-3.5672262,-4.070055,0.63891965,0.6767089,3.6776507,2,train
16.896187,1.5786811,0.6609552,0.6479306,-1.698652,-1.8218216,1.8182333,1.0777919,-2.3260648,-4.2135596,-3.84121,0.057094302,-0.6550834,-1.5839489,-2.0378623,-0.9733375,3,train
-3.559074,-6.731867,6.4705606,3.998163,4.6732774,-2.0349069,0.66341335,-2.68797,-1.0679258,0.91729057,2.9077306,2.2974613,0.07588955,2.767003,-2.740392,-0.7503491,3,train
1.058554,-4.6893034,-0.58628535,-4.800932,3.6370077,1.1534778,0.8109862,-4.285213,-0.1739632,-4.663222,-1.5528021,1.8679324,1.128195,0.66993546,-1.6113304,0.45797324,1,train
-3.9345462,1.7208625,-1.2141143,4.0037045,7.905507,1.8235512,0.19132648,4.1549664,-1.8711915,3.0287406,3.1878703,0.40832922,1.2429904,-0.5565242,0.09280349,-0.6299473,0,train
-4.2847433,-2.4563248,9.116345,3.1191916,-4.524833,3.570706,1.4802758,-2.8337812,1.6726213,-0.78384006,-1.195118,0.46245894,0.8120819,1.3992816,0.39246818,2.6881678,2,train
-3.6448882,-0.8167512,-3.9118018,0.37938374,-0.10057789,-1.425866,0.43801174,4.0731177,-0.94283026,-2.4714334,-0.24479872,-1.0562832,-2.1742828,2.266789,-1.0714716,-0.022995716,1,train
-3.3079002,7.847066,13.414334,4.371464,-3.3784356,1.321738,-3.3142915,-1.428982,2.230599,4.3717704,2.4457731,5.691952,0.6511574,-3.1900008,-1.2465345,0.4742296,3,train
0.798169,1.791963,5.411377,-1.2838306,-1.2605935,4.8757977,-0.44860613,5.265138,-0.07588729,-3.6420026,2.4633963,3.0211997,-2.784116,1.392291,-1.9590333,0.73198265,4,train
-3.9682136,-0.41366547,5.008959,-1.3384013,-2.0669994,0.61715025,-1.156562,-3.3829353,2.3318543,-6.659444,2.2356114,0.8856508,-2.4523997,-0.22505021,-1.2934521,0.54214543,4,train
-4.192195,4.650252,-0.41933206,1.4948529,-2.9592283,4.4832153,3.1702018,-0.7816815,2.2282104,2.6871023,-3.1640759,-2.5253224,0.99349207,4.709315,0.5742438,0.2157056,1,train
-1.3365479,-2.9032996,-4.10555,1.3030258,-1.7571584,3.0289316,2.4981053,2.0297925,0.10209998,-3.5586543,0.9815586,3.4296694,-1.7418203,0.23505038,-0.21578416,0.93698215,0,train
-4.754263,1.3529106,1.3476126,-2.7941997,1.5205069,0.46005204,-1.6635864,-7.7960486,1.1325445,-4.37231,-2.4198956,2.0329921,2.186799,-0.9680658,1.060662,2.6807392,0,train
-4.8521647,-1.3910145,1.5302126,-2.401973,-6.580512,-3.4079952,3.254834,0.3424012,3.2304811,-1.3386394,2.4310443,-0.47917452,-0.23056771,1.65489,-1.1204659,0.7089164,2,train
-2.1833818,-5.5082645,-5.5632515,-2.0314703,-5.6388135,-2.5765789,1.1581442,7.385398,5.048843,3.2926164,-5.0562005,0.74321157,1.3097547,2.3879328,-2.2549322,-1.597791,0,train
3.1765885,6.1204696,2.053938,7.832346,3.0749393,8.969402,7.8422933,5.554207,0.51155084,-2.0224257,2.5055976,7.849442,0.027459664,1.944495,-1.417091,1.6850779,4,train
-2.489938,-1.0808994,4.343562,-8.190875,-3.778175,0.7869272,1.7070441,-0.49011558,-3.211828,1.6875075,-0.9447122,1.7778082,1.6607431,1.180873,4.8264437,-0.30502424,2,train
1.8517302,0.34268695,-4.660049,-0.37172213,1.623673,1.894283,-0.12560134,-3.548509,-0.62775725,-3.585431,-0.610937,-0.85707784,0.0060772165,0.38645265,1.5877482,0.957804,1,train
-3.7686007,-2.1101196,-2.503085,-5.373952,-1.9837672,-2.359686,-0.56958735,0.01626864,-1.3076321,2.013604,2.5188642,4.1040277,2.1924138,0.37666926,2.7055323,-0.9237412,3,train
14.770398,1.0013423,2.3491712,3.7247217,-2.9132204,-2.501681,-0.50945854,0.3780163,1.1743191,1.0487059,-1.5099651,-0.9162955,-4.471743,1.5558261,-0.3028288,-0.4592329,0,train
0.22521463,1.2034622,-6.648865,-2.4027228,-1.2953492,0.8522015,3.563851,-3.005312,-3.1764095,-0.47070712,-0.44619074,4.619265,0.46567616,2.591266,-0.5298523,0.79816484,1,train
-2.034078,1.3558059,-2.9098635,3.679527,6.1634126,-2.9782717,9.096089,-1.8724707,2.8212707,0.11503911,0.3991998,1.4430854,1.2098042,0.389582,1.2420939,0.37049514,1,train
17.589123,6.798453,-0.65043706,-0.75726014,1.9242713,1.554178,4.128773,-0.002143088,-3.3356094,-0.20645759,2.704693,-2.3849149,9.408399,6.6407495,1.4163967,-0.6076046,3,train
-1.6416024,-3.5915105,3.456438,7.9709287,-2.440959,1.0119727,-2.6909714,-3.1303685,0.24766228,-2.9795828,2.4465327,-0.8151661,-3.4906797,-0.4348032,0.30205503,0.3701072,1,train
0.37122706,-1.8451933,-0.8101444,-1.8200437,0.3998145,3.5085225,-1.9211828,2.7740045,-1.4936566,-3.679852,-0.79947174,-5.7248096,-1.8913156,2.7368112,-0.26973152,0.08656043,2,train
-0.8944212,0.50611025,2.9274857,2.387892,-1.2116823,1.3865881,3.7631168,0.13394816,-1.5409019,-2.1148942,1.639898,1.1861016,0.22406049,-4.293835,1.9959614,-2.059673,2,train
-3.7560997,-7.506285,6.383601,5.2573266,10.488222,-3.7649348,2.209411,-0.88721555,-2.4924316,2.1168807,2.179491,-4.2420735,2.8066473,2.6835315,0.5498141,0.4187373,0,train
1.0948832,-6.5368414,2.2836385,-4.9899626,11.267364,0.54785776,1.1588614,3.9037287,0.21534362,2.7367308,-0.1508409,-3.3620791,1.2179809,-0.21205637,3.0419774,-0.53591204,0,train
-0.7262452,-3.849889,-7.003494,0.32547924,-0.68717206,1.3881148,-4.0513625,1.2432712,-3.5036294,-3.0919015,-2.5969908,2.2248409,-1.028967,0.5335097,-1.3438113,2.3025284,0,train
-4.083257,3.5286026,4.9069505,-5.719101,3.4335,3.2678382,-4.2578177,1.7822807,-1.473285,1.3263491,-0.40073004,-2.7239401,2.896985,0.98076487,-2.7733777,2.1206832,1,train
-1.0641794,-4.5005107,2.4738932,-0.8008357,2.7381794,1.8488232,1.3203267,0.14370762,-4.247917,-5.079623,-2.5826397,3.180523,0.20838387,-1.0663294,3.5642986,-1.4307673,1,train
-2.661934,-8.322553,-0.4217961,-1.0373105,2.381466,-7.790819,8.427725,4.5909047,6.7048783,1.7308719,0.0023446488,4.752172,3.1065795,-0.3490262,-2.1100206,3.9272141,0,train
15.20199,-3.7459936,1.0532503,-1.8563721,4.2253604,-0.2976751,-1.7718608,0.5562093,5.960007,-2.8054569,4.816933,0.005271914,2.3244853,-0.07403562,3.6121306,-0.7637861,1,train
-4.6184654,2.9131632,-9.260167,-0.24709597,-1.172568,-4.4442835,-2.1140146,-3.6540077,-0.37832794,-1.2475098,2.2931879,0.031124039,-0.38010046,0.10561021,0.45432302,-0.9527645,1,train
-2.2840915,-1.1751764,-8.439114,-1.2176034,1.9593837,1.8841716,0.91244113,-5.087107,-2.2511609,2.9623191,-1.1802765,1.56637,0.38375813,0.4747294,-0.18399324,-1.6029402,0,train
-5.0308785,-7.2073197,5.8772955,8.376833,-3.2081635,-3.551935,0.2046155,-5.716152,1.0829388,-1.5280023,1.140515,0.4111104,2.3913884,-0.29314646,-0.5360197,0.52803725,1,train
15.193705,-2.4283607,-0.9672153,-4.038678,0.54561794,0.2692509,-1.5553051,0.14052598,1.8322172,-0.6017737,0.70081276,1.4756895,2.4553452,1.185572,2.9260478,-2.509254,2,train
20.103035,2.3170216,0.31862432,0.64697856,-2.4418943,-5.183237,-2.718238,-2.3359895,-4.35545,-0.856509,-0.91172117,2.4160032,-0.8557787,-1.8958377,-0.93613464,-1.5406594,1,train
-3.282007,11.567157,1.4494954,15.534535,1.2594569,1.9952755,-2.1288717,2.4426606,1.8041967,2.6109433,1.3586987,4.816423,2.3157935,-3.8435829,1.0703636,-4.7478704,2,train
0.54146975,1.7710493,2.3066077,-3.4996498,-3.2702231,-2.1129894,2.0628932,-0.66876054,5.915416,3.031457,1.0468731,-0.43173093,-4.9109845,0.8103013,0.9159325,-3.1748548,3,train
-5.824964,2.8875108,-7.27164,-1.1769075,1.0723345,-7.6133666,0.2522765,-1.2246852,3.5288908,-1.5819428,2.3190126,1.6877354,0.057650615,-0.26194143,-1.415821,0.7077139,1,train
0.24808973,4.27183,8.2985325,7.309916,2.542285,6.868334,4.1550913,5.419723,-0.46746826,-1.624661,4.296921,5.4987226,-2.8711147,-0.37606454,0.39298987,-4.6856575,4,train
1.4183971,-3.366552,6.6440845,-3.3208246,2.725675,4.8277893,0.39441583,3.0345526,-0.5770289,1.9907556,-0.68238765,-3.6064875,2.157666,-0.34844875,1.771384,0.6574688,2,train
-2.7082574,3.555707,-2.9797616,-3.412127,4.498668,1.4140487,-0.21841224,-4.9599185,3.3161974,-1.9270545,-0.004670941,2.9331326,-2.0321534,-1.3655789,0.15867682,-0.09667507,1,train
-2.7687614,-0.63378584,-2.4890351,-4.228888,1.4919094,0.31142232,1.6574513,-0.2285079,-3.4752014,-0.813911,-0.91482234,-0.41909045,0.23363583,-1.3641844,1.1078771,-1.1769654,1,train
-1.3181331,-0.9540277,0.68650395,-0.12909894,0.62363744,-0.45962942,0.6654041,0.085480146,-2.3449104,-2.9952004,2.742973,-0.25305042,-2.7821367,1.1432916,1.1359618,-1.800766,3,train
-0.30825204,1.3065563,4.1136503,4.627617,5.217538,2.2273939,2.3578494,2.1424842,-5.9776616,-4.249732,5.418235,6.8108826,0.066623375,-2.1195252,-2.8972929,3.2840042,4,train
-6.788817,0.46413797,3.709952,-4.8328032,-9.343902,0.127185,1.6970832,-2.1243122,-3.1823614,-1.3007044,-2.7229884,-1.4806658,0.3930936,-1.2475951,-0.83170396,0.24645364,2,train
5.404736,-0.93605167,-1.6397399,-0.8794636,5.216207,6.672583,-7.895031,-1.7264347,2.7276096,5.7712297,-1.0615472,-0.20791593,5.577028,-3.462409,-2.2656627,1.3071901,0,train
-4.55931,-5.8771214,4.48468,6.107074,-2.7070208,-0.10975972,0.43490508,2.19437,0.61765045,-1.5109963,-3.310621,-4.0638757,1.546304,-1.8224933,0.62363684,-1.2455163,0,train
-3.7866135,6.717344,-6.3138313,4.2305784,-5.130026,-3.8082247,3.1621761,-2.045581,2.3403296,-1.856385,0.9281559,-5.418457,-2.308478,4.805923,-5.798863,-3.6946883,2,train
22.018461,-2.821915,2.7910118,0.52635443,-0.8746031,-1.2712967,-8.048133,1.3156606,5.5379086,2.4355528,-1.6287247,0.39417735,-3.2498262,-1.153563,3.3610897,-1.2715919,0,train
2.2733588,-5.879885,-8.086237,-2.7194877,-0.5489143,5.3997507,-2.6956031,-2.1861572,-3.554625,1.3813033,-2.4430192,0.37752455,0.9868382,-1.079117,-0.44200858,-0.3073711,0,train
15.351738,0.27605042,-0.8549454,-2.78115,0.7059277,0.67208785,-0.9126581,-0.9765138,0.89525056,-1.1110573,0.837992,0.5712676,2.132911,1.1130139,1.5810591,-2.2222574,2,train
0.09238698,-4.5458283,-9.396205,3.047345,-2.3011086,-0.54937345,4.5980606,-1.7416809,-1.5118084,3.1092837,0.6837677,0.09977002,-0.7332588,-1.0939236,1.676883,0.99390984,0,train
-3.4042645,3.9458563,2.1472383,-3.9125206,4.1254787,3.6922717,2.019031,-3.758753,-0.36824638,-2.1852252,-4.7071023,-0.7261491,-1.6604055,1.7799255,1.6799141,-0.46283993,1,train
-1.6213344,-2.0638978,-3.0441587,1.9340576,2.906738,-1.029487,3.2909632,-0.03198229,0.0011751704,-3.1171527,1.0153161,0.4529038,-0.18285267,-0.010000192,1.348924,0.23942669,1,train
-1.3113886,-0.40218896,-6.079153,0.20867904,0.51392376,4.467885,-1.4204897,1.5099916,-0.76146394,-0.35505423,-3.0872,3.4759648,-3.2508867,2.217019,-1.9514477,-2.2590327,1,train
-4.8924155,-2.1015697,-0.4537614,-0.27093276,1.9857109,-2.4235725,-2.44904,2.1854532,-1.3940836,-2.725537,2.5069032,-0.95851296,-0.09832935,0.8372581,-0.83416915,-0.5851271,0,train
1.223295,-1.9339459,-7.319298,1.2713166,-0.04296925,7.1788735,-2.873057,-5.7608013,-0.7573764,6.8719974,-2.3475235,-1.5647342,2.2986684,0.08724812,-2.2286408,-1.313334,0,train
-4.357266,-7.0518975,2.3218167,3.9469328,-0.87398803,-6.4227767,-0.07401631,1.1874112,3.7736323,-1.5689625,1.4352127,1.3679252,2.6748068,0.60185486,1.4774785,2.7892177,2,train
14.012498,0.8528925,-0.6125682,2.1609874,-2.2493978,-4.587265,3.6626322,0.86490303,0.79645365,1.1120011,-4.065042,1.2688001,-2.415997,-1.2641943,-1.2084335,-0.021134406,2,train
-1.4777465,-3.5055797,-3.2267745,-3.9786491,-0.28665704,0.940772,-0.2765095,-1.0892497,-0.7296849,0.3400393,2.2558002,3.9173975,0.07165352,-0.07654013,2.168128,0.57343656,1,train
-1.3561478,1.5995202,4.239463,1.6499572,1.0717149,3.7357621,3.4494371,1.0977033,1.9022956,1.3874533,1.3430355,0.122750886,-3.1477242,3.8341396,2.4681475,-4.9068527,3,train
-4.072486,-0.25253758,-5.6259947,-0.54510486,0.040368184,0.6235293,-2.924366,3.8245616,-0.5143547,-2.627521,-0.41803434,-0.5309182,-0.68687874,1.1166495,0.3058394,-0.0049409103,0,train
17.460394,-0.73011154,-1.0902861,-1.6912197,-1.4722329,-1.4490235,-2.6376688,0.06613434,-2.0983052,-0.6829754,0.587203,0.5101803,2.411041,1.6570004,-3.5298455,-0.52847546,2,train
-2.8817935,1.1576184,2.2976758,0.25445223,0.79540503,2.860319,-2.681574,-0.9967528,0.5132138,-3.034755,-2.3981497,-2.7313433,-1.357723,4.446698,-0.6574633,3.5176413,0,train
-2.184717,-8.920252,6.9008923,3.3675025,8.2769575,0.13670492,2.681113,-3.4537828,-1.5445887,3.2275534,1.6781913,-3.9665248,-1.9250861,2.998558,-0.34008655,-1.4462285,0,train
-1.7931832,3.4087641,3.502069,4.8699493,-2.1701167,1.5483849,4.271223,8.2726345,1.4041462,-0.59798324,-2.8966897,5.268876,0.46249494,0.09719293,1.360346,-2.7477138,4,train
-0.5629169,3.309247,-2.979293,3.9212039,-1.6212608,6.721586,1.4528157,-0.79527044,0.52149165,-1.9808353,1.6504958,-3.0531976,0.55995905,2.283065,0.110601,2.6228433,0,train
0.37122706,-1.8451933,-0.8101444,-1.8200437,0.3998145,3.5085225,-1.9211828,2.7740045,-1.4936566,-3.679852,-0.79947174,-5.7248096,-1.8913156,2.7368112,-0.26973152,0.08656043,2,train
-0.58687836,-3.4664733,0.49973026,-3.1027653,1.799154,0.20405933,7.3361583,2.687231,0.7860039,1.3805838,1.7059044,0.49710292,0.6516457,1.6508604,0.7752114,0.40951207,4,train
-4.73567,-3.4984663,-3.9202814,1.1033839,-5.488344,-3.7217839,-4.877876,0.291535,-3.0912557,-1.1692842,1.0590565,1.8948847,1.4922631,-2.6564982,-0.100280285,-1.9891497,1,train
-0.13295099,-4.231487,9.138447,-6.526242,-1.4594004,2.5500636,3.1792395,3.5331895,1.4142895,1.2246985,4.2282023,2.476866,-0.0065857023,-2.9260888,-3.7312713,4.099389,4,train
-2.1855369,-0.45831215,-5.509805,4.3636136,-2.2384229,2.5592978,-3.9607959,1.713956,-1.9325849,-0.5924468,0.06978041,-3.2810454,-0.12984742,2.5763066,-0.043082856,2.6259384,0,train
-3.0955122,1.4206932,8.608739,-11.060483,-3.3337297,-4.8156104,1.0953814,8.109516,1.4178804,4.432539,1.4790206,-1.4879472,1.8940524,-4.686215,-5.644485,2.975385,2,train
16.99609,-1.3204186,1.8703827,-0.40104905,-0.1654069,-2.8296301,-5.1511283,-4.1010327,0.347695,-3.0964463,0.70107156,1.5494508,-1.1697198,-0.5807154,-1.0643419,-1.7644216,1,train
-3.3592548,-0.05430767,-4.137157,1.4012009,-8.080835,-7.3149285,1.4833485,-0.010403451,0.6455078,2.0628488,1.11987,-0.75716233,1.6543292,-0.7541777,2.421081,-4.011263,3,train
-1.2935331,2.9317544,-4.316169,-3.7033944,-1.1731915,-6.0398564,6.639433,-2.2654696,-2.611264,-2.6657393,-2.3460803,-1.3245369,0.5486702,-4.0621037,1.5164039,-3.1932406,2,train
-3.413326,-5.5427904,9.67035,11.944526,-4.526408,-1.0828353,-7.5558996,-8.7958,4.860829,2.5912876,-5.7651134,2.321765,9.484653,-1.2072867,-0.42630166,-3.4102714,1,train
19.878696,7.4261703,-1.0736113,-1.6839383,3.249696,1.3694997,3.607069,-0.5565981,-1.2060208,-0.6886494,5.154531,-1.9131455,9.226313,4.429477,2.368986,0.4891586,3,train
-2.5998197,3.7005582,-8.367383,1.9745475,0.5504269,-5.8701735,2.9660294,0.30409977,0.36155784,-2.909236,-0.13837421,-3.2586403,-3.0477605,0.22941445,-0.010767479,-1.0620335,1,train
-7.8155227,-3.7368848,9.709757,10.867419,-6.0732083,-5.21407,-4.504506,-2.3646436,0.33535007,-0.7973704,-2.9134881,-4.950966,1.9074425,1.5364022,-0.6322802,-2.4316726,0,train
