PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,Bậc_Khớp_Gối,Data_Split
2.5659764,-7.1192603,-6.9027543,6.455259,-5.224972,2.1526465,-1.9539374,1.9177716,0,train
16.986866,1.3361121,0.9449297,0.67323786,-1.9676989,-1.9343187,2.0703068,1.0501676,3,train
-2.7104566,-0.494346,-0.53621197,0.27851105,0.74442846,-3.340685,1.6483899,-4.0877905,0,train
-0.35095707,-0.4997455,11.287901,-4.1238394,-5.625459,3.9130244,6.8512745,3.0344071,2,train
16.896196,1.5787157,0.6609556,0.64793247,-1.6986794,-1.8215208,1.818553,1.0783461,3,train
-3.5590541,-6.731864,6.470537,3.9981987,4.6732244,-2.0347135,0.66415143,-2.683646,3,train
1.0585688,-4.689304,-0.5862794,-4.8009458,3.6369658,1.152936,0.8106348,-4.2858934,1,train
-3.9345555,1.7208569,-1.2141335,4.003692,7.90556,1.8230698,0.19173333,4.159305,0,train
-4.2847404,-2.4563265,9.116335,3.1192448,-4.5248985,3.5713525,1.4809374,-2.8361158,2,train
-3.6448867,-0.81675816,-3.9118128,0.37935707,-0.100530915,-1.4266944,0.4396249,4.0810184,1,train
-3.307928,7.847069,13.414308,4.3715496,-3.3784382,1.3216513,-3.3141792,-1.4233143,3,train
0.7981631,1.7919657,5.4113784,-1.2838147,-1.2605284,4.8753977,-0.4490324,5.267129,4,train
-3.968215,-0.41367447,5.008972,-1.3383588,-2.0669987,0.61813354,-1.1569542,-3.3881395,4,train
-4.192212,4.6502414,-0.4193317,1.494892,-2.9590569,4.483558,3.170788,-0.7753948,1,train
-1.3365407,-2.9033036,-4.1055536,1.3030268,-1.7570547,3.0283813,2.4981434,2.0359278,0,train
-4.75427,1.3528968,1.3476247,-2.7942357,1.5205064,0.45967343,-1.663988,-7.799339,0,train
-4.852164,-1.391023,1.530218,-2.4019866,-6.580455,-3.4084935,3.2561576,0.3516039,2,train
-2.183364,-5.508268,-5.563248,-2.0315154,-5.638832,-2.5777283,1.1586864,7.3897557,0,train
3.1765738,6.1204834,2.0538929,7.8322883,3.0749066,8.967551,7.842774,5.5596495,4,train
-2.489937,-1.0809048,4.343582,-8.190864,-3.7782323,0.78688395,1.7068932,-0.49174103,2,train
1.8517308,0.34268856,-4.660052,-0.37169507,1.6236974,1.8946699,-0.12547691,-3.548219,1,train
-3.7685974,-2.11013,-2.5030622,-5.3739643,-1.9837788,-2.3599007,-0.57023484,0.012943849,3,train
14.770402,1.0013741,2.3491645,3.724734,-2.9132893,-2.501745,-0.5102439,0.3732182,0,train
0.22521116,1.20346,-6.6488743,-2.4027467,-1.2955048,0.8516922,3.5645084,-3.0051222,1,train
-2.0340834,1.3558012,-2.9098752,3.679494,6.1633744,-2.9782546,9.096352,-1.8753777,1,train
17.589115,6.7984867,-0.6504318,-0.75732356,1.924336,1.5537965,4.1293845,1.0550037e-05,3,train
-1.6415927,-3.591511,3.456425,7.970897,-2.4408116,1.011359,-2.690428,-3.126339,1,train
0.37123308,-1.8451905,-0.8101431,-1.8200098,0.39980337,3.5093129,-1.9212282,2.7748764,2,train
-0.8944245,0.5061106,2.9274752,2.3879192,-1.2115755,1.3860055,3.7629461,0.13965483,2,train
-3.7560787,-7.50629,6.383585,5.257378,10.488283,-3.7647264,2.2090106,-0.8887402,0,train
1.0949054,-6.53684,2.28366,-4.989901,11.2673645,0.54933167,1.1576133,3.891499,0,train
-0.72623277,-3.8498957,-7.003488,0.32546023,-0.6872045,1.388046,-4.0528564,1.238662,0,train
-4.0832686,3.5285962,4.9069557,-5.719102,3.4333825,3.267459,-4.258404,1.7795826,1,train
-1.0641669,-4.5005136,2.4739008,-0.8008585,2.7380438,1.8489654,1.3190314,0.13203454,1,train
-2.6619089,-8.322559,-0.4217895,-1.0372739,2.3813722,-7.7893386,8.4274435,4.588177,0,train
15.202013,-3.7459624,1.0532422,-1.8563837,4.2250795,-0.29781136,-1.7721766,0.5478322,1,train
-4.6184783,2.9131517,-9.260171,-0.24714461,-1.1727172,-4.4451666,-2.1148252,-3.6578746,1,train
-2.2840884,-1.175186,-8.439108,-1.2176253,1.9594172,1.8843722,0.913119,-5.0877843,0,train
-5.0308604,-7.2073216,5.87727,8.376848,-3.208049,-3.552589,0.20515361,-5.708355,1,train
15.193718,-2.4283261,-0.96721923,-4.038728,0.5455535,0.26763812,-1.554896,0.1452987,2,train
20.10305,2.3170645,0.31862375,0.64701957,-2.441771,-5.1830397,-2.7166474,-2.3286464,1,train
-3.2820454,11.567153,1.4494559,15.534595,1.2592185,1.9977732,-2.1305008,2.4236987,2,train
0.5414644,1.7710501,2.306624,-3.4995914,-3.2700553,-2.1113358,2.0649602,-0.6589964,3,train
-5.8249774,2.8874958,-7.2716436,-1.1769792,1.0722874,-7.6149983,0.25221598,-1.2215425,1,train
0.24807625,4.2718377,8.298511,7.3099566,2.5421715,6.8691225,4.155171,5.4108615,4,train
1.4184082,-3.3665454,6.6440864,-3.3207867,2.7256527,4.8280807,0.39430937,3.0349402,2,train
-2.7082715,3.5557,-2.9797606,-3.4121172,4.4986143,1.4143426,-0.21783829,-4.962502,1,train
-2.7687624,-0.63379467,-2.489026,-4.2289004,1.4919671,0.3108477,1.6573937,-0.2276257,1,train
-1.3181317,-0.9540283,0.68651,-0.12906487,0.6236985,-0.45887902,0.66543394,0.088550985,3,train
-0.3082567,1.3065631,4.113617,4.6276083,5.2174764,2.226577,2.3586714,2.145727,4,train
-6.7888193,0.46412066,3.7099874,-4.832837,-9.34381,0.12711473,1.6969333,-2.122104,2,train
5.404743,-0.9360402,-1.6397464,-0.87947834,5.216065,6.6725936,-7.8967104,-1.7354889,0,train
-4.5592966,-5.877127,4.4846582,6.1070538,-2.7069762,-0.11069523,0.43582445,2.20179,0,train
-3.7866368,6.7173343,-6.3138494,4.2305546,-5.1301513,-3.8090348,3.1619558,-2.0467556,2,train
22.018484,-2.8218625,2.7909942,0.52635556,-0.8748005,-1.2724541,-8.048096,1.3126549,0,train
2.273378,-5.8798866,-8.086232,-2.7195213,-0.5490305,5.3996067,-2.696075,-2.1912224,0,train
15.351742,0.2760818,-0.8549419,-2.78115,0.70593745,0.67216617,-0.91214776,-0.9736361,2,train
0.09240192,-4.545836,-9.396199,3.0472589,-2.301185,-0.5499309,4.597189,-1.7481467,0,train
-3.4042785,3.945851,2.1472323,-3.912572,4.1254063,3.690962,2.018612,-3.7560108,1,train
-1.6213291,-2.0639014,-3.044167,1.9341093,2.9067516,-1.0284678,3.2902927,-0.03244852,1,train
-1.3113885,-0.40219617,-6.079159,0.2087125,0.51401913,4.4677434,-1.420369,1.5150411,1,train
-4.8924127,-2.1015787,-0.4537699,-0.27096856,1.9858048,-2.4254236,-2.4490726,2.1939847,0,train
1.2233038,-1.933947,-7.3193064,1.2713395,-0.043163218,7.179941,-2.8739026,-5.770976,0,train
-4.3572497,-7.0519047,2.3218026,3.946942,-0.873993,-6.423528,-0.0746307,1.189816,2,train
14.012505,0.85292387,-0.61257726,2.160996,-2.2493448,-4.5872045,3.663754,0.871877,2,train
-1.4777377,-3.5055823,-3.226766,-3.9786923,-0.2865153,0.93932617,-0.2761416,-1.0799222,1,train
-1.3561562,1.5995213,4.239458,1.649963,1.0719479,3.7348852,3.4506996,1.1076828,3,train
-4.0724883,-0.2525487,-5.625992,-0.54511684,0.040511265,0.6232413,-2.9238899,3.8325331,0,train
17.46041,-0.73007613,-1.0902832,-1.6911931,-1.4721034,-1.449095,-2.6370533,0.07515646,2,train
-2.881799,1.1576158,2.297666,0.25446934,0.79544026,2.8603444,-2.6807437,-0.99241465,0,train
-2.184689,-8.920251,6.900867,3.3675447,8.2769985,0.13648938,2.6818998,-3.4469929,0,train
-1.7931942,3.4087636,3.502047,4.869948,-2.170364,1.5486392,4.269802,8.263608,4,train
-0.5629277,3.309245,-2.9793024,3.9212527,-1.6213183,6.723463,1.4531821,-0.7995374,0,train
0.37123308,-1.8451905,-0.8101431,-1.8200098,0.39980337,3.5093129,-1.9212282,2.7748764,2,train
-0.5868687,-3.4664748,0.49974278,-3.1027389,1.7992076,0.204492,7.3358536,2.6879897,4,train
-4.7356625,-3.4984784,-3.920277,1.1033155,-5.4882674,-3.7226927,-4.8777742,0.2961956,1,train
-0.1329381,-4.231484,9.138466,-6.5262403,-1.4593586,2.5489695,3.1806247,3.537536,4,train
-2.185536,-0.45831844,-5.5098166,4.363673,-2.2384896,2.560731,-3.960944,1.7108588,0,train
-3.0955176,1.4206886,8.60877,-11.06056,-3.3337953,-4.817704,1.0965902,8.11346,2,train
16.996103,-1.3203793,1.870382,-0.4010157,-0.16538465,-2.8293304,-5.1502085,-4.0971045,1,train
-3.3592536,-0.054316726,-4.1371613,1.4012036,-8.080955,-7.3148828,1.4833592,-0.012999017,3,train
-1.2935423,2.931746,-4.3161564,-3.7034218,-1.173329,-6.0397334,6.6389046,-2.2713277,2,train
-3.4133105,-5.5427856,9.670321,11.944493,-4.526345,-1.0845238,-7.5559278,-8.794809,1,train
19.878687,7.4262075,-1.0736125,-1.6840302,3.2496924,1.3681364,3.607433,-0.55281967,3,train
-2.5998313,3.7005522,-8.367402,1.9745848,0.5503197,-5.870006,2.9654872,0.30395234,1,train
-7.8155184,-3.7368984,9.709753,10.867422,-6.073467,-5.213388,-4.505069,-2.3831456,0,train
-5.799539,-6.3161373,8.75021,8.341879,4.4612427,-3.076919,-1.4633734,-5.7016435,3,train
-4.03336,-2.1912036,-4.492584,5.193144,0.9558168,-1.6386895,1.1112951,3.931643,1,train
4.0733404,1.4445225,0.45692828,-5.159587,-0.81672853,2.8093905,2.6611066,2.0302355,4,train
-0.4127218,2.5227544,9.690662,-4.3352456,-3.9544337,3.0916553,4.608182,-3.6535246,3,train
-2.8692257,-0.12447254,-9.633209,-2.7442493,0.52039784,1.7843825,-1.0874076,-2.1989942,0,train
13.003496,3.4345262,-0.21535973,4.2611017,-2.3614435,-2.3650267,4.3452315,2.1423368,2,train
-3.3316648,1.1083475,-8.400146,-3.2031195,-1.1823635,1.6185502,1.4032584,2.6924875,1,train
0.667242,-6.752619,4.9322944,-8.262327,13.740733,-1.9663137,0.49486342,2.0149825,0,train
-2.5138695,-5.0604696,1.1448251,6.534204,0.33261606,2.0258512,7.0860686,-1.2369317,1,train
-2.1572533,-6.479916,-0.56715333,-4.353035,-2.5538185,-3.0754917,0.96489114,0.28381515,2,train
17.815634,2.4199655,2.278129,0.47129804,-1.3735095,-6.0050125,-2.8046687,-3.728173,2,train
-6.36533,-1.2192487,10.744288,5.835541,6.1652036,-1.9210227,2.6224215,-5.268855,3,train
-3.188822,2.9756048,1.755476,1.7144256,3.498744,1.5585127,-8.860095,-3.9613376,0,train
18.74088,7.017606,2.6767182,-0.92763513,0.9933919,-0.79002947,1.2281584,1.7066336,2,train
-3.5125797,-2.5940137,-4.790009,1.1760237,-0.6266202,2.8637729,0.3244036,-2.0410697,0,train
1.6275197,-5.180588,-2.5158682,0.27786335,-2.9683444,-0.035792794,-1.6736215,-1.746584,0,train
2.1399982,-0.62976164,-2.296839,-4.745712,8.537817,-2.1333294,-3.1739652,0.48837742,2,train
15.721955,-2.4526968,0.5740729,-3.78497,2.8107543,3.4202652,-1.8062238,-0.075301535,0,train
-2.3979056,6.458157,2.8437257,7.473691,5.3966804,-1.5424355,-2.3406668,2.5990875,2,train
-1.8342026,0.74416006,-1.7033306,-0.17594045,4.9588904,3.7322307,0.4414975,-2.8704438,0,train
-6.009528,2.449181,3.152751,-2.762249,-7.857749,-1.3719748,-0.008207457,6.21531,1,train
0.54384303,1.1589688,5.2853894,-5.3106303,-1.6359408,2.7870247,1.7339776,0.2650126,3,train
14.862439,7.2911267,0.14814591,-1.324184,1.2041072,-3.4581308,2.9261875,0.8770193,2,train
-6.1782665,-2.3213649,7.7997503,-5.5578356,-8.09709,2.0029578,-0.8836717,4.1240063,1,train
-0.21460786,-10.774083,-3.4990885,1.9571984,2.282881,-2.3712437,-0.016966352,-0.51534027,0,train
2.4868753,4.983949,-2.2538092,2.457625,1.8455579,3.6825523,-5.182277,-4.6986966,0,train
-3.0495503,3.4247508,-8.808864,4.2675443,-0.092159934,0.8688777,-0.09472183,3.4380748,0,train
-0.80389136,-7.3768973,2.122406,-4.329255,-4.2701836,1.2536861,-0.48216859,3.536281,1,train
-3.8898365,2.0370052,-0.94583666,1.4627433,4.4399376,4.5625873,-6.2818317,-0.29105896,0,train
1.185323,-1.6159141,-3.9795542,2.9395094,0.74294406,1.5144688,-1.9877189,-0.682949,1,train
-0.8555817,2.8577206,8.10832,-5.271013,-4.62738,3.7443855,4.5387764,-3.391242,3,train
-1.7194792,1.5661099,1.6585764,-6.538481,6.5394335,0.35534284,-3.8924503,-0.7775375,1,train
-4.75427,1.3528968,1.3476247,-2.7942357,1.5205064,0.45967343,-1.663988,-7.799339,0,train
-0.6029171,-7.611917,-2.9062953,-3.7211266,-3.7068944,1.439859,-1.8918402,1.1582314,4,train
-1.6722909,-3.9050877,-3.8945248,5.333133,-5.923331,1.3276857,4.3492966,-2.720085,1,train
-0.893917,1.2487147,-4.22342,2.5709019,1.3285999,4.0187454,3.3774529,5.648338,0,train
-1.3429196,2.8607192,-2.6011317,-6.057408,1.157277,-4.802321,2.7212768,0.9590709,2,train
2.8302672,-6.1903753,-6.3608274,0.4076659,0.24405062,1.8753377,-2.3490157,-2.4316456,0,train
21.863308,-3.6061225,2.378205,2.0202184,-1.6216569,-0.41010037,-10.373417,0.96427166,0,train
-4.0192776,4.5681925,-3.8275297,-3.1930552,0.33933762,-0.47122934,0.37973154,7.1145105,1,train
16.079927,2.3504782,1.1685245,1.5633119,-4.010707,-4.604548,2.3718026,-0.48825577,3,train
-4.382607,6.6632757,2.9788442,-3.0455823,2.2542982,2.735382,1.1036536,1.4754585,4,train
-3.6830952,-1.2591128,-5.8333077,-1.4705487,-5.248011,1.6589804,-0.36850408,1.8633399,0,train
-1.0070565,3.2799647,2.9662604,7.384978,-1.4014311,7.5410647,3.201373,-0.99381304,2,train
-3.6853964,-2.7923865,-2.666899,1.9113153,4.005403,-1.5982896,-3.184272,5.2548914,0,train
-2.6639311,-2.4955184,2.799215,-4.654619,-7.6406245,-0.96419495,0.41013518,4.2240844,1,train
-3.534435,10.429056,-1.21756,-1.3912363,-2.4082372,-4.482772,2.0211987,-2.7770777,4,train
-5.908653,4.317267,-3.2123833,0.29851967,0.9212996,-0.31971276,-4.2655706,-0.53964657,1,train
-1.8940184,0.95505595,-0.4052385,-6.6337605,-0.24827725,0.7153951,-1.6662879,-0.13690303,4,train
-2.8469021,0.98227197,-2.4953442,2.0229099,1.2118882,-3.5739708,3.6861277,-1.1437424,4,train
-5.339307,2.218058,-3.9911618,-3.8909585,2.6465929,-0.17734466,-2.7846122,1.7880989,0,train
-2.7133574,3.9355116,2.062665,0.17913732,6.26385,2.6152391,3.3963835,-4.6223083,4,train
-3.31926,4.5262327,-0.9334921,-4.240835,1.6694875,0.11687073,2.3510182,2.568714,4,train
2.7130008,-10.929762,2.5829704,1.4154439,0.20084265,0.54944885,0.9666638,0.64993757,2,train
-1.4967499,0.76484764,-1.6729639,-3.5011687,1.5292706,-0.15763895,0.050396293,-3.6465194,4,train
0.61367977,-5.9297876,-0.33032465,2.7670133,3.636406,0.7907132,1.4353168,0.72963506,1,train
-0.5078047,2.8504324,-2.5856981,-3.417545,3.541028,2.1101198,-0.6948552,-6.0720863,1,train
-2.4460256,-4.7877555,1.3311379,2.8961082,3.426482,1.6388794,2.7493064,-4.4970016,0,train
0.61367977,-5.9297876,-0.33032465,2.7670133,3.636406,0.7907132,1.4353168,0.72963506,1,train
-0.59949964,3.8894155,5.378892,-4.335324,-1.9571725,4.264474,3.3722465,-1.14534,3,train
2.1999037,2.583962,-8.6165085,3.4204302,1.12934,3.3756506,-5.650427,-0.9489319,0,train
-0.8900228,15.032317,5.2491736,5.475323,-1.6634632,1.9186755,-2.963879,-5.014588,3,train
0.033733692,1.3304712,1.1248155,6.0549593,5.6400933,4.1928434,-2.2177238,2.0004497,4,train
-2.2494314,0.8055664,-2.3936448,-4.035211,-2.0088718,-1.4487114,4.873918,1.0847281,2,train
-2.4311404,-2.0650036,-7.1580434,0.09069566,0.52437586,1.9848201,-6.613556,-0.78834945,0,train
-1.1655177,-4.452793,-7.6474767,-5.378088,4.1617203,-3.7390075,-2.5858037,-1.7019564,0,train
-2.0491202,-1.4110051,5.9299507,-4.499472,-2.5849223,0.8230965,-1.4852642,0.47452167,2,train
-2.9237933,4.461982,-3.558624,-5.939819,-2.5412946,-2.823258,0.24997178,-4.8033633,3,train
-1.0917686,-4.805492,-3.188294,1.9851437,-2.512366,-0.46049845,4.035223,-0.109340556,0,train
-2.8035412,7.519905,-3.3798325,-3.1823614,2.1036332,-5.678063,-6.8923597,-9.065083,2,train
-1.6116527,1.4011158,-3.9723456,-0.31349924,1.601869,6.762823,-0.09318968,-1.952596,0,train
-1.320947,3.9256742,-1.7743087,4.7758718,-0.052427493,1.5584757,-3.9736083,0.02180555,0,train
15.124311,-3.3961139,0.39725822,-3.4042234,1.6431113,2.2426064,-2.8443186,0.017669871,0,train
-0.45106933,-11.44729,-1.3374422,-3.334348,0.5536538,-2.9805126,3.782469,-0.35303688,0,train
-0.64897645,-2.4434235,6.621117,-4.687281,-1.669054,-5.1811204,-0.086669005,2.3060322,1,train
-0.52491057,0.84182435,4.384834,6.4558697,5.088213,-0.7016773,2.0743248,-1.8192581,2,train
-8.344419,8.08021,-4.4740295,1.1190851,0.65787953,-7.312163,-7.0737395,6.424636,0,train
-3.0779681,-0.11446217,10.019598,-4.763952,-5.0247445,-3.0483499,-3.8382401,-5.001201,3,train
-1.3905494,-9.449196,-2.1469371,-0.67210394,4.4296184,-1.1458482,-1.680038,1.0782487,0,train
1.6917644,6.4311748,-9.242896,4.1663184,3.962139,3.9899974,0.052111454,-2.0633008,0,train
-4.2847404,-2.4563265,9.116335,3.1192448,-4.5248985,3.5713525,1.4809374,-2.8361158,2,train
-2.5929213,4.743874,2.0736265,2.5547721,-0.090512246,-4.3474426,-6.048458,0.6950147,1,train
-5.9276304,-3.5663452,9.481414,4.0258803,8.440078,-3.1712203,-1.1338549,-5.9658575,3,train
-3.7261825,-3.0679934,-4.900076,-5.3519726,-3.0356455,-1.3017248,0.32621717,-1.1718769,1,train
2.7326324,0.7381733,5.019583,2.618186,-0.41318572,5.653826,1.8326572,4.6938543,4,train
-5.450671,6.7339673,-0.84699094,3.1566415,0.20222995,1.7080276,-3.000661,9.763916,1,train
-3.0908086,-3.5812266,0.48552594,0.30495393,1.4289305,-1.6369295,-0.5992644,-5.268408,3,train
0.9171285,-11.284494,6.080887,1.219346,9.938149,-1.6406025,1.980768,3.304615,0,train
-0.7191885,5.895103,-0.388919,-2.9426014,3.2933095,0.058375183,1.4053929,4.784505,4,train
-0.26730472,2.5054395,0.33785388,-6.150354,-6.481415,-0.8016915,4.3830776,-0.8822033,3,train
0.15157934,-1.4973229,-2.5689096,0.983921,5.489698,6.5051556,-4.001184,-2.867564,0,train
1.1313169,-1.4120895,-1.9335417,-3.0990245,3.8258433,4.7014976,0.023683721,0.5752382,1,train
-2.4587724,-5.060841,-1.8916955,-4.173029,-0.12940907,-0.43772957,0.72513723,2.9051974,2,train
-0.58942926,0.19946447,0.81818235,-2.569288,7.3932233,0.9680964,2.6228971,0.11495249,1,train
-0.03646403,4.385765,5.8338695,1.2248592,2.5803802,2.2296407,2.1068726,2.5226688,3,train
20.070543,-1.2504848,0.38576487,-0.74533767,-0.02237046,-0.119414404,-6.765906,0.39562216,0,train
-1.4765606,-2.6649246,6.0088534,-0.4219497,15.341026,-3.4237938,0.2958592,4.654744,0,train
0.34377548,1.2845433,1.7944386,4.238032,7.8850718,0.78278,2.8302858,0.85831076,1,train
13.0582695,1.343106,-0.8624196,2.5622294,-2.6109416,-4.953839,3.3785481,0.379258,2,train
-6.4089966,10.37867,8.065112,7.3867183,0.3241457,-2.3779407,-4.550638,2.8443081,1,train
-5.799539,-6.3161373,8.75021,8.341879,4.4612427,-3.076919,-1.4633734,-5.7016435,3,train
-4.688117,4.268102,-3.8674154,-6.2074857,0.31304517,-1.2511518,-2.3555036,1.1441761,4,train
-3.138175,-11.751352,7.768603,7.4036446,-0.3495373,-1.1541688,0.6407522,-1.3703724,0,train
-2.2749143,12.735908,1.4015702,5.9231,-2.1869473,7.3066626,2.839139,4.2883286,1,train
16.200998,0.37322193,-1.2750919,-1.7169698,-0.40505034,-4.2070975,-1.6927001,-0.62718946,0,train
0.25200188,7.026188,-1.0081749,2.488794,4.5715847,3.6245682,-5.968315,-0.52303886,0,train
16.325058,0.3601841,-0.55245316,-0.043336708,-2.0076127,-2.2181513,0.073747404,-0.18879353,1,train
-2.4318588,2.5418613,-8.238045,6.3220325,-0.9822791,1.177856,-5.5792327,1.404011,0,train
0.07989969,-0.55601877,8.944655,-8.656436,-4.4990783,3.263125,1.5247369,-1.5312221,3,train
-1.9382334,-6.7797914,6.0933394,10.920989,-4.9393325,-1.7217051,-3.105237,-6.3257623,0,train
-1.8940184,0.95505595,-0.4052385,-6.6337605,-0.24827725,0.7153951,-1.6662879,-0.13690303,4,train
-2.0314631,-1.5753677,6.5628023,1.6819994,-2.624278,5.666991,3.758868,-2.0108032,3,train
-4.865505,10.004209,-1.8149247,1.8876318,3.9882998,-2.3951015,6.397609,7.1098127,4,train
17.067871,4.825915,0.75750256,2.5751019,-2.6947234,-0.65400857,5.1633883,1.1037418,0,train
16.494354,-1.4556979,-2.1913657,-3.1190305,1.3313605,-0.11823691,-2.7901056,0.2504697,1,train
-3.6442041,-6.3556685,1.1027956,1.5971246,-0.11603802,4.853678,-0.8654943,-0.31536645,1,train
-2.9207091,0.65509015,0.8096205,5.4089713,6.2447777,1.4351134,2.9824276,-4.4221807,1,train
2.2236102,-7.5372796,-5.2982297,-0.43910444,0.74790215,1.4811866,1.0526253,1.1266085,1,train
-3.927983,-1.8215973,-2.7562196,-2.8901453,-0.6650737,3.6449444,-3.2108052,-2.5419085,1,train
-3.6580641,7.790305,5.243818,-8.738453,5.5779686,3.29162,-2.3154864,-1.6536659,2,train
-1.3055142,-7.850008,-0.9748527,4.4503517,-2.812417,1.3463485,-1.2841352,-1.6448619,0,train
-1.8325882,-2.6295452,-5.252128,-2.1537004,-2.2783592,0.34843862,4.0966396,-2.325737,1,train
-0.65676737,-2.7515647,-6.5835567,-0.9543933,1.388335,2.8775768,3.8227084,-3.116153,4,train
14.657617,0.34302852,-3.0455873,-0.79365915,-2.035982,-2.5883138,-1.945703,-1.5693314,3,train
18.46118,11.069796,1.1335485,5.200333,-6.5792384,-6.044361,8.594125,-0.82563084,3,train
